job_link,job_title,company,job_desc
https://www.indeed.com.sg/company/G4orce-Alliance/jobs/System-Analyst-d635ed62d9d6dd3c?fccid=efef78922ce191fe&vjs=3,Beautician / Beauty Sales Consultant,Expressions Pte Ltd,"$5,000 - $10,000 a month
**2 NEW OUTLETS**
HIRING BEAUTICIAN & BEAUTY SALES CONSULTANT
Job Description
Expressions Beauty Redefined is a leading beauty and wellness brand in Singapore. We pride ourselves in providing customers with exceptionally high quality products, beauty and wellness services, using the newest technology and methods. We personalize every service to meet our customer’s individual needs.
Responsibilities
Sales consultation and services for slimming, facial and beauty
Provide consultation for customer to skin analysis and weight management
Provide hands-on treatment for customers
Promote the different treatment package services and products
Build and maintain customer relationship
Requirements
At least 1 year of beauty Experience
Good communication skills and good relationship with customers
Have interest in Beauty, Slimming and Facial
Consultants and Beauticians with facial/slimming background are welcome
Willing to learn slimming, facial and other beauty skills
Benefits
Salary + Commission + Bonus (up to $10000 monthly + other incentives)
Holiday Bonus $600
Monthly Bonus $300 to $500
Medical Benefits
Flexible Working Hours
Interested Applicants you may WhatsApp 9070 5006 and state ‘Interview’ with your personal particulars. Otherwise you can call 6887 1134 for more information.
Job Type: Full-time
Salary: $5,000.00 to $10,000.00 /month
Experience:
Facial or Slimming or CITAB or Cidesco: 1 year (Preferred)
Location:
Singapore (Preferred)"
https://www.indeed.com.sg/company/Gateway-Search/jobs/Lead-Security-Analyst-b4f41a290c541b00?fccid=ced3f9cfc3f4a3e7&vjs=3,"Senior/ Executive/ Engineer, System Assurance and Architecture",Land Transport Authority,"Contract, Permanent
You will be part of the requirements team responsible to analyse and establish the users’ requirements to develop features for the Automatic Fare Collection (AFC) system.
With the implementation of Account-Based Ticketing which allows commuters to pay for public transport fares using credit and debit cards, you will get to understand how the new payment modes are implemented at the bus and rail ticketing systems and have opportunities to put in place requirements to fulfil evolving users’ needs.
You will work with various stakeholders from within and outside of the organization to deliberate on and rationalize through the business and operational needs, to make these into requirements that could be feasibly and sustainably implemented at the system.

Duties include:
Elicit and analyse projects’ business and operational requirements and work with systems teams to assess technical feasibility
Establish and document the acquired results of analysis and workflows and obtain sign-off from the relevant stakeholders. These requirement artefacts include high level requirements documents as well as detailed requirement specifications, user interface guides, functional specifications etc. which will provide details and clarifications on the various aspects of the requirements
Plan and coordinate discussions with internal and external stakeholders to conceptualise, elaborate, and confirm the requirements
Communicate clearly to explain the requirements through regular correspondences, walkthroughs and presentations
Validate the correct implementation of the requirements through participating in the verification and validation (testing) activities

Requirements:
Tertiary qualification in Information Technology/Engineering/Computer Science or a relevant discipline
Experience with system implementation with at least 1 year spent in analysing user requirements or related work
Ability to analyse, document and present requirements systematically
Effective planning and organisation skills and likes problem solving to address needs and constraints
Good written and verbal communication skills
Pleasant personality, able to work independently as well as with a team
Ability to learn and keep up with latest technology
Relevant experiences with e-payment technologies or automatic fare collection/account-based ticketing will be an advantage"
https://www.indeed.com.sg/company/Gemini-Personnel-Pte-Ltd/jobs/Software-Engineer-c47e4caf5e4fd9ec?fccid=b70f665b79eb9f5b&vjs=3,Software Engineer - Web Application,Moovita Pte Ltd,"Meet the team in MooVita to develop the next generation technologies that change the
riding experience of an autonomous vehicle. Here in MooVita, you’ll join the big family to
explore and build the product for a better experience and you’ll be joining the team that
handcrafts various parts of the product which including the website, system design,
behaviour and machine learning, perceptions, hardware and backend system to deliver the
best riding experience. You’ll have the chance to understand the end to end development
process of the autonomous vehicle. We are rapidly expanding our amazing and passionate
technology team and looking for engineers who bring fresh ideas from all areas and able to
work in a fast-paced environment.
Responsibilities:
- Build new and key features for the MooVita web platform by working closely with
the design and development teams
- Analyse and optimize performance and reliability of the web platform
-Develop applications in languages including Javascript, CSS, HTML and WebGL
-Design, prototype, implement, unit test and troubleshoot features according to
product specifications
-Work with tech leads and architects in order to maintain high quality code and
architecture consistency
-Work with Experience Designer to provide solutions to market requirements that are
both innovative and implementable
Qualifications:
-3+ years industry experience
-Commanding grasp of Javascript, CSS, HTML and WebGL
-Experience with modern JavaScript libraries and tooling
-Proven ability to ship beautiful, stable and high-performance desktop and mobile
web applications from start to finish
-Strong Computer Science background
Bonus
-Self-motivated, possessing initiative to get things done with minimal supervision and
always up-to-date to the latest technologies
-Experience with React, Angular is a plus
-Experience with Python, PhP and database languages (SQL, MySQL or any) is a plus
-Experience with Agile/Scrum development
Job Type: Full-time
Experience:
java: 3 years (Required)
WebGL: 3 years (Preferred)
Web Development: 3 years (Required)
Education:
Bachelor's (Required)
Location:
Singapore (Preferred)"
https://www.indeed.com.sg/company/Gemini-Personnel/jobs/Solution-Consultant-ad433d310e6cfe4f?fccid=9ce915b7cfc9f577&vjs=3,Software Engineer,ROVISYS ASIA COMPANY PTE. LTD.,"Permanent
Roles & Responsibilities
A Software Engineer will design and code custom software for clients wishing to automate sharing of information between process controls and higher level systems, or to organize and report information for use in making business decision.
Description of work :
Software Project Development - Work closely with experienced software developers to analyse user's needs and define requirements, design user interfaces, and construct/test/maintain software products.
Custom Software Development - Work directly with customers to define system requirements and develop real-time software applications related to industrial control (automation) or business solutions.
Configuration and development of Industrial mainstream software (OSISoft, PI Systems, etc)
May grow into poisition leading team of programmers to define technology, standards and design of complex software projects.
Requirements
Qualifications :
Self-motivated, excellent communication skills and advance programming skills.
B.S. in Engineering, Engineering Technology, Computer Engineer, or similar.
0-3 years of experience with software and platform from list below.
Software Development Knowledge :
Object oriented skills
Web application development
Familiarity with databases.
Software and Platform Knowledge :
Platforms: Microsoft Server/Windows Os'es (Moderate/High Level or Proficiency).
Databases: Microsft SQL Server
Programming languages: c++, C#, VB, ASP. NET, JavaScript
Other: Software design, database design, network design/administration"
https://www.indeed.com.sg/company/Gemsmart-Technology-(s)-Pte-Ltd/jobs/Administrative-Assistant-5f470d452276f81d?fccid=555b7e0b33684180&vjs=3,Customer Support Advocate: Singapore,TradeGecko Pte. Ltd.,"About TradeGecko
Here at TradeGecko, we’re building the world’s leading order and inventory management platform by redefining B2B commerce operations, connecting the global supply chain and making boring business software a thing of the past.
With our HQ in a converted shophouse in downtown Singapore, we have recently expanded our presence globally by opening an office in Toronto for Sales and Success to service our large and expanding customer base in North America. Now we are growing the team further! Our Toronto Office is located in the CBD. This is an opportunity to be one of the first employees in the new North America office and to help us build the next phase of our growth.
We’re always being asked how we’ve gotten such quick traction in the market and the answer is simple….we hire relentlessly resourceful individuals, hackers, freethinkers and people that make it their mission to make our customers even more awesome.
TradeGecko is fast becoming the face of Singapore technology. We’re based in a downtown shophouse and are one of the region’s coolest startups. Join us and we’ll give you the hottest tools, a competitive package, surround you with the smartest co-workers, and provide access to a well-stocked pantry.
Role: We’re looking for a highly personable, driven and resourceful Customer Support Advocate to join our awesome team in Singapore!
Job Brief
This is what you will be doing:
Handling inbound and outbound queries via phone, live chat and email.
Listening to customers to understand their needs and work out how you can best help them.
Professionally and personably answer questions and queries whilst adhering to company policies and processes.
Guiding and educating the customer through various self-help options and articles.
Performing logical troubleshooting.
Accurately documenting troubleshooting steps and confirming resolution of reported issue.
Providing consistently awesome service to customers by utilizing all available tools and resources.
Constantly learning new technical information as the product evolves.
Always striving to make our customers happier!
Requirements
What are we looking for:
Outstanding command of the English Language - written and spoken.
Degree holders in IT/Computer Science or other related fields preferred.
Min. 1- 3 years experience in a customer support role.
Tech savvy (technical support experience is a huge plus).
Experience supporting SaaS Enterprise Applications (Salesforce, Zendesk, Jira. etc.).
Experienced in working within SLAs (Service Level Agreements) and achieving tight KPIs (Key Performance Indicators).
Highest degree of initiative, courtesy and professionalism to resolve most customer issues on first contact.
Comfortable with Google Apps (Gmail, docs, calendars).
Writing/web content creating experience is a plus.
Confident and proactive team player.
Resourceful, friendly, quick-thinking and empathetic should be some of the adjectives used to describe you.
You are passionate about software and online apps.
You want to make a difference in the team and you are an amazing team player.
Benefits
What's in it for you?
Work with a multi-national, multi-talented group of marketers, sales people, engineers, designers.
You will be a part of a globally competitive Customer Support Team that uses the most modern tools and best practices.
Competitive salary.
Be in constant contact with smart and driven people who will take you to that next level.
Opportunity to shine - we make decisions together and we grow together.
Be part of a fast growing company that nurtures the entrepreneurial nature and startup culture and always encourages everyone to be themselves and be creative.
If you think you have what it takes to be the next Gecko, apply now!"
https://www.indeed.com.sg/company/Globesoft-Pte-Ltd/jobs/Project-Management-Trainee-d2454839c4981259?fccid=c85e580f94ff4466&vjs=3,Head of Presentations - APAC,ABERDEEN STANDARD INVESTMENTS (ASIA) LIMITED,"Permanent
Roles & Responsibilities
The successful candidate will lead and manage the Presentation team in APAC. The candidate will be responsible for the delivery of presentations to all client types and channels within the APAC region. These will cover the full suite of asset classes and investment products offered. In addition, the candidate will also be responsible for the presentation content for all APAC-managed strategies sourced within and outside of the APAC region. The candidate will be part of a highly specialised team working closely with Global Investment and Investment Specialists, whilst ensuring compliance with regulatory and brand guidelines at all times. The candidate will report to the Global Head of RFP & Presentations.
The candidate will project plan and deliver presentations within specified time-scales and will be required to be involved from the initial preparation of presentations through to their distribution. The candidate will need to build and develop strong working relationships with a range of departments and individuals throughout the business. They should possess the necessary drive and enthusiasm and be able to identify opportunities for improvements in process. The position requires a high degree of responsibility; accuracy and a questioning approach that will help build the professional credibility of the presentations team both internally and externally.
Key Outcomes / Responsibilities:
General management
Collaborate with key internal clients such as Investment, Investment Specialists, Business Development, Performance, AUM and other teams to support the increasing business activities and future growth of the ASI business
Oversee the team’s workload, determine complexity of prospect and client requirements
Ensure the presentation team delivers timely, accurate, high-quality services and products that meet the needs and expectations of internal and external clients
Lead the preparation of complex and/or high profile submissions by collaborating with subject matter experts to provide valuable input into strategy and content development
Contribute to, review and sign off on presentations to ensure quality, appropriateness, accuracy and timely issue of presentation materials, whilst ensuring compliance with regulatory and brand guidelines at all times
Process
Define and implement global best practice processes and embed these within the team
Monitor and continuously improve on processes to ensure that the team is operating at a high level of performance
Identify necessary technology solutions for maximum efficiency and accuracy
People
Coach, develop, and mentor team members by setting performance objectives and review progress regularly
Support ongoing learning and development opportunities for team members, including new hire training
Global contribution
Provide input to global forums and collaborate with senior managers to collectively manage the global group and assist in ongoing development of the team and the firm’s capabilities
Assist with the production of MI as required
Participate in internal discussions related to new product development, new product offerings, and services.
Requirements
At least 5 years of industry experience in similar role required
Good understanding of institutional and retail asset management, plus strong knowledge of financial markets globally
Proven leadership and people management experience
Outstanding written and verbal communication skills
Excellent project management and organisation skills, able to manage multiple tasks and meet tight deadlines
Capable of building strong working relationships and interacting professionally at all levels of seniority and across multiple cultures
Meticulous attention to detail, across all aspects of data, language and grammar, and general layout and presentation
Ability to access information from a variety of information sources and software; organise, interpret and present information in a clear manner
Able to effectively represent the group within the local region, while also sharing local regional views with the wider global team
Flexible and adaptable, demonstrated ability to succeed in a rapidly changing environment
Flexible on work hours
APAC language skills are desirable, in particular spoken and written Chinese
Working knowledge of Microsoft Office, including PowerPoint (essential), Excel &Word
We regret that only shortlisted applicants will be notified"
https://www.indeed.com.sg/company/GoodieSwag-Inc/jobs/Digital-Marketing-Executive-2ad80d67c39c8266?fccid=e6647a92bed74a3d&vjs=3,"Manager/Assistant Manager, IT Project Manager",Changi Airport Group,"Manager/Assistant Manager, IT Project Manager

We are looking for dynamic individuals and team players to assist in the planning, design, implementation and management of Airside systems including Airport Operations Command & Control System for the Changi Airport. A self-motivated, resourceful and goal achiever, the successful candidate will be involved in designing and managing the systems to meet its current and future business needs.

The ideal candidate should be passionate about operational improvement through creative solutioning, business process enhancement; comfortable with data to deliver data-driven insights. This position works alongside our operational teams to deliver business results across all business lines using data for insights and optimization.

The candidate should possess strong interpersonal and communication skills; excellence service mindset; rejoice in enabling others to succeed; have an insatiable passion for new IT technologies; and strong business acumen to understand and work with business stakeholders within and outside of the organisation. The candidate should also be self-driven and has the drive to continuously seek out areas of improvements in all areas of work.

Candidates with strong relevant working experience will be considered for managerial position. Graduates with passion and desired attitude to learn and grow with us will be considered for junior positions.

Requirements:
Good degree in Information Systems/Technology, Business IT or related discipline.
Possesses excellent communication and interpersonal skills, both written and spoken.
Strong service-oriented and forward looking mindset.
Strong in team-work, responsible and self-motivated.
Preferable working experience with IT Project Management and/or Data Analysis with Tableau"
https://www.indeed.com.sg/company/GoodieSwag-Inc/jobs/Machine-Learning-Engineer-fc6ddc09738e54aa?fccid=e6647a92bed74a3d&vjs=3,IT Support Analyst,UBS,"Do you have a drive for knowledge, an analytical mind-set and Mainframe z/OS technical knowhow?. If so then this maybe the role for you.

The role:
We're looking for someone to join our challenging Production Support environment supporting core applications on our global z/OS Mainframe environment.

Key challenges;
High tempo environment with strong risk awareness and attention to detail.
Diverse working environment with teams across the globe and of many different cultures.
Tight deadlines and high expectations on deliverables.
Requirement for self-motivation and governance.
The need for proactivity to search for issues and find solutions before they become a problem.
Understanding the need for accurate, correctly targeted and timely communication in a high pressure environment
Contributions to a collaborative environment expected.
The mainframe United team is part of the Technology Operations Center (TOC) organisation for Wealth Management. Based in Singapore the team consists of 8 members who support the Infrastructure and Application levels as technical SMEs. The teams responsible to ensure services required to support our business are available. It is also responsible to manage, investigate and resolve any issues, via a robust process, in a timely manner. Other key functions include customer support and driving continuous improvement projects.
IT education or +5 years practical IT experience
ITIL certificate and/or +5 years practical experience with ITIL processes
Broad knowledge and experience on IBM Host System (z/OS) platform and ISPF
An analytical ability and drive to solve complex problems
Sophisticated communication skills in English
Ability to support 7/24 on call duties
Able to work in a diverse mature team and support other team members when required
Good interpersonal skills working with different people of various levels and cultures
Ability to meet tight deadlines whilst managing risk.
Financial banking and custody knowledge is an advantage
Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.

We are about 60,000 employees in all major financial centers, in more than 50 countries. Do you want to be one of us?
Together. That’s how we do things. We offer people around the world a supportive, challenging and diverse working environment. We value your passion and commitment, and reward your performance.

Keen to achieve the work-life agility that you desire? We're open to discussing how this could work for you (and us).

Why UBS? Video
Are you truly collaborative? Succeeding at UBS means respecting, understanding and trusting colleagues and clients. Challenging others and being challenged in return. Being passionate about what you do. Driving yourself forward, always wanting to do things the right way. Does that sound like you? Then you have the right stuff to join us. Apply now.
UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce."
https://www.indeed.com.sg/company/HKM-HR-MANAGEMENT-PTE-LTD/jobs/Senior-IT-Engineer-Days-Ang-Mo-Kio-c9e7ffd5b0befa41?fccid=7b0057ef34cdc412&vjs=3,Mobile & Web Application Developer,MHC MEDICAL NETWORK PTE LTD,"$2,400 - $3,200 a month
Responsibilities:
Developing iOS, Android, Web App
Writing API (RESTful)
Server Setup (Configure server, database)
Testing
We believe strongly in full stack development. You must be passionate about your work. love challenges and not afraid of experimenting. Continuous upgrade of your knowledge and skills should be a second nature to you as you may be required to pickup new skills/language along the way.
You will definitely be exposed to iPhone, Android, Client side and server side web developments. Only candidates willing to learn and take up this challenge may apply.
We are willing to accept candidates from different schools of expertise in Java, .NET, C, PHP or even Action script. If you are able to work with Multimedia and/or Database, you have a plus. Good knowledge in MVC and/or Graphics Design is a plus.
You will have secondary responsibilities as well such as DB Admin and Testing.
Requirements:
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology or equivalent.
Required skill(s): Objective C, Swift, C, Java, Javascript, MySQL.
At least 2 year(s) of working experience in the related field is required for this position.
Preferably Junior Executives specializing in IT/Computer - Software, IT/Computer - Network/System/Database Admin or equivalent.
Interested applicants, please write in with your C.V including the following information.
Reason for leaving your current job.
Availability
Current and expected salary.
Job Type: Full-time
Salary: $2,400.00 to $3,200.00 /month
Experience:
Information Technology: 2 years (Preferred)"
https://www.indeed.com.sg/company/HNE-CONSULTANTS/jobs/Bim-Coordinator-7cdc5bc556caede1?fccid=bf39d8b3a6b563ef&vjs=3,QC Assistant,ST Recruitment Centre,"Permanent
No quota/ no work permit application
Send your resume to hr@singtact.com. Thanks.
REQUIREMENTS:
Diploma in Food Technology or equivalent.
Able to work 5.5 days work.
Willingness to learn
Coffee lover and loves all things coffee.
DUTIES:
Assist in the routine operations of the QC lab to ensure compliance to approved requirements.
Train and guide staff members on GMP.
Quality assurance on roasting, grinding, packing and storage.
Conduct cupping and incoming QC of green beans.
Training on coffee/ powder mix product knowledge, machines and preventive maintenance.
Develop, create and introduce new recipes.
Prepare product specifications.
Ensuring all raw materials and finished goods product specifications are established and maintained.
Maintaining quality standards to comply with ISO 22000 and HACCP standards.
Assist in process improvement projects.
Assist in the execution of internal audits.
Any other duty and project as may be assigned.

Tel
63381123
Remarks"
https://www.indeed.com.sg/company/HTZ-RESOURCES/jobs/Operator-8feeaf22daf437a3?fccid=fa22ad1df6e07702&vjs=3,Sales Executive,Nexivity Pte. Ltd.,"$1,500 - $2,000 a month
Part-time, Contract
Who are we?
Nexivity Pte. Ltd is a leading retailer of high-quality, refurbished, industry certified business and enterprise-class I.T hardware based in Singapore. We are a world-class independent provider of superior refurbished servers /parts, data storage, networking equipment and related data centre services for our corporate clients.
We also sell a wide array of other refurbished hardware including CPU's, memory, disk/tape drives, storage arrays, networking equipment and other IT related products thru our e-Commerce web portal which is targeted at B2B and B2C. We provide Turn-Key solutions & A One-Stop Tech Shop for our valued clients in regards to their IT Infrastructure.
What's the role?
The Account / Sales Executive owns the end to end relationship with new and assigned Customers to create breakthrough opportunities for NEXIVITY. This role will promote, upsell and cross-sell our product & solutions offering. This role is expected to develop a portfolio of new accounts and grow existing accounts by developing strong relationships with our customers. The Account/Sales Executive’s role is demanding but enormously rewarding, enabling the successful candidate to make a positive difference for our Customers, our Partners/Principals and our Company. The Account/Sales Executive will work with evolving and leading-edge technologies, engage with people at national, SME and multinational companies.
MAIN RESPONSIBILITIES
Sell the full portfolio of NEXIVITY products and solutions offering to new and existing key accounts
Scout, hunt, qualify and sign new key accounts
Manages a sales quota and responsibility for building a very strong pipeline of opportunities
Lead efforts to establish, develop, and expand NEXIVITY wallet share within named accounts through the development and execution of specific account plans.
Full account management including product portfolio training, identifying and articulating the NEXIVITY value proposition, monthly forecasting, issue resolution, response to customer requirements, provision of feedback on organisational/product performance, and ensure timely and effective weekly and other reporting tasks as required.
Establish a ‘trusted advisor’ status with top-level executives/decision makers
Who are you?
You are a strong fit for this role if you possess the following skills, abilities and experience.
At least a Higher secondary/Pre-U/A level/College, Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Economics, Finance/Accountancy/Banking, Business Studies/Administration/Management, Marketing, Commerce or equivalent.
1-2 years Experience (Fresh Grads are welcome to apply as well)
A consistent track record of hunting and closing new sales opportunities
Experience in IT Hardware and Software preferred but those who deals with other products from different industry are welcome to apply
Demonstrated ability to generate Sales consistently on a monthly basis
Ability to execute a sales process, including commercial and technical pre-sales resources.
Job Types: Full-time, Part-time, Contract
Salary: $1,500.00 to $2,000.00 /month
Experience:
Sales: 1 year (Preferred)
Education:
GCE ‘O’ Level or equivalent (Required)
Location:
Singapore (Preferred)
Language:
English (Required)"
https://www.indeed.com.sg/company/Han-Language-Centre-Pte-Ltd/jobs/System-Administrator-7856a00f114983b3?fccid=9cc63dca6f6cd44c&vjs=3,Junior Software Developer / Trainee / Freshers,Tekmonks,"Why workforTekMonks
TekMonks is a Global Software Company headquartered in Chicago, IL, USA. We are a truly global company with offices in 6 countries, Canada, USA, Japan, UK, Singapore and India, and 3 continents, North America, Europe and Asia.
We provide the rare opportunity to work and grow your career with some of the largest international clients, and some of the most interesting projects, across the globe. We believe in investing in our employees, help you quickly grow your career and skills.
The total strength of our team is above 100 highly skilled consultants, and growing exponentially, year after year.
TekMonks is built on the knowledge and quality of our consultants and we all share an absolute passion for building world class Enterprise Software and working with clients globally, enhancing and providing leading edge technical solutions, with low risks and reasonable costs.
Please confirm us with below Details with your Interest.
Current Salary-
Expected Salary-
Current Location-
Contact Number- *
*Notice Period -
Reasonforjob change -
AvailabilityforTelephonic / F2F Interview - *
Skills/ Technologies : -
Visa / PR / Pass -
Job Type: Full-time
Salary: $40,000.00 /month"
https://www.indeed.com.sg/company/Health-Promotion-Board/jobs/Assistant-Director-da9083ece46675c6?fccid=ab5d18bf9e56ac49&vjs=3,Linux System Engineer,TOFFS Technologies,"$3,000 - $4,500 a month
About the Team
We are looking for driven, smart and experienced Linux System Engineer (Assistant Engineer) to be part of our Network team to manage our distributed network across Asia.
Toffs operates a highly distributed advanced web performance, mobile performance, cloud security and media delivery solutions in Asia. As the industry leader in Asia, we offer significant growth opportunities, and dynamic, highly scalable compensation packages.
Job Description
Maintenance of daily server, network and related equipment.
Install and configure the new server.
Maintain server monitoring information and install and deploy new monitoring programs;
Write operation and maintenance scripts to improve work efficiency;
Query and analyze server logs
Other related work.
Requirements
Familiar with Linux system, familiar with the optimization of kernel and other parameters;
Proficient in Linux server-side application management and configuration, such as web-side nginx/apache, database mysql, etc and can quickly deploy, configure and debug;
Proficient in using shell, python or perl scripts to complete daily operation and maintenance;
The best work experience related to clustering, security, virtualization, performance tuning, etc.
Solid operation and maintenance basic skills, with systematic experience in monitoring, deployment, architecture planning, and availability assurance;
Comparison of common network protocols and the configuration of proficient routing and related network equipment;
Excellent analytical and problem-solving skills, strong sense of responsibility;
Self-built engine room maintenance and dedicated line mapping configuration;
Minimum 1-2 years of experience in above;
Diploma/ Bachelor’s degree in IT-related courses;
Proficient in both English and Chinese.
Job Type: Full-time
Salary: $3,000.00 to $4,500.00 /month
Experience:
Linux System Administration: 1 year (Required)
Education:
Professional Qualification or Polytechnic Diploma (Required)
Language:
Chinese (Required)"
https://www.indeed.com.sg/company/Hecal-Pte-Ltd/jobs/IT-Support-Engineer-Level-ccf238de54995612?fccid=4e24ca514d89c114&vjs=3,Software Engineer / Web Developer,Rakuten Asia Pte Ltd,"$5,000 - $7,500 a month
Permanent
Job Description
Position Summary:
The Software Engineer has the responsibility of web application development which is one of the core component of our digital marketing platform.
You, as a Software Engineer in the team will be required strong direct marketing insight across multiple marketing channels as well as strong technical knowledge to implement user story into the platform and support marketing activity quickly and efficiently. First, you must understand business requirements to deliver well-orchestrated system as your responsibilities. Second, also be in charge of team development/enhancement to achieve Rakuten’s high competency in the digital advertisement industry.
Responsibilities:
Your main responsibility will be development and maintenance on-line marketing platform understanding both business demand and available system assets.
Working on entire process of web application development including requirement definition and UI/UX design.
Involved in whole process of application life cycle: architecture design, middleware selection, development, configuration setting, application release and production system operation.
In case of trouble, detecting root cause and recovering with team members proactively with ownership of service/system.
Proposing new technologies, middle-wares, tools etc. to improve architecture of systems.
Working closely with related teams in both Singapore and overseas, such as Japan and India, by showcasing efficient communication ability and building consensus among stakeholders.
Qualifications
Minimum Qualifications:
More than 1 year of professional experience in web application development.
Strong knowledge of JavaScript
Knowledge of Linux operating system
Experience of SQL (MySQL, PostgreSQL, Teradata) with JPA, Hibernate
Familiar with various OSS and be able to investigate, evaluate and adopt it to the system
Preferred Qualifications:
Knowledge of Node.js, React.js, Angular.js
Experience of NoSQL (MongoDB, Elasticsearch, Couchbase)
Contributing to OSS
Knowledge of on-line AD or marketing business and related technologies
Job Types: Full-time, Permanent
Salary: $5,000.00 to $7,500.00 /month"
https://www.indeed.com.sg/company/High--Tech-Solutions-Pte-Ltd/jobs/IT-Junior-Support-Engineer-86a080beba9576db?fccid=5566c1b696538b4e&vjs=3,Production Operator,XPAC Technologies Pte Ltd,"$1,100 - $1,500 a month
Permanent
Responsibilities and Duties
Operate the machines and able to produce quality products in a safe manner.
Comply with company regulations and understanding of 5S
Check and lubricate the machine (the moving parts). Check the surrounding before starting the machine.
Receive the Work Order (WO) to commence job.
Have a good understanding of the drawing. Manufacture according to drawing. Proceed with the Product Inspection on the Finish Goods (FG) to check if the product is acceptable.
Keep the work areas clean. Segregate the Work–In–Progress product and FG Products. After completion of the project in the WO, inspect before placing at the FG area.
Switch off the machine after job completion. Shut down the machine at the end of the day. Check and clean up the workplace to make it tidy and clean. Do not leave tool and equipment on the machine. Maintain the machine.
Qualifications and Skills
Completed at least Secondary Education
Related experience is an added advantage
Opportunities and Benefits:
Positive working environment
Work-life balance
Full-time position
Transport provided at Boon Lay and pioneer MRT station
5 days work-week
Job Types: Full-time, Permanent
Salary: $1,100.00 to $1,500.00 /month
Location:
Tuas (Preferred)"
https://www.indeed.com.sg/company/Hiring-Ideas-(Formerly-AOHR)/jobs/Sales-Director-fa6f40689c7507a8?fccid=3673d1e18895f855&vjs=3,"Solution Architect, Wealth Management Technology - Singapore",PeopleSearch,"A top class global wealth management company is looking for a Solution Architect as part of their exciting growth in Asia. This is a perfect opportunity for you to have a direct impact on their wealth management strategy and liaise directly with senior management stakeholders. You will play a major part in a complex business and technology transformations and work closely with different business stakeholders and play a leadership role in a multitude of interesting projects. In return, you will enjoy being a contributor to the growth of the company and an attractive remuneration of up to 150,000 per annum.

The main responsibilities include:
Lead and design the front-to-end solution which align to the company IT landscape
Solution modeling to address the needs of Wealth Management domains’ users
Collaborate and communicate effectively with both business and functional communities


The main requirements include:
Relevant solid experiences as architect/ technical lead in wealth management solution delivery
Experience in process and development methodologies (Agile, SDLC)
Possess excellent interpersonal and communication to address the needs of internal and external stakeholders effectively.


Interested candidates please kindly forward your CV to willyteo@pplesearch.com (Willy Teo Tiong Sin Reg No: 16S8057) or call 6511 0953 for more information. Otherwise, do feel free to spread the information and refer your friend to this great career opportunity."
https://www.indeed.com.sg/company/Hitec-Sourcing-Pte-Ltd/jobs/Junior-Net-Software-Developer-8136e02108f33ace?fccid=0cb9f61422dab93a&vjs=3,"Manager, Automated People Mover (APM) System",Changi Airport Group,"You will be required to work as part of a APM Development Project and Operations and Maintenance Team responsible for the APM development project for Changi East (Terminal 5 Intra-Terminal APM and Terminals 5-2 Inter-Terminal APM), as well as the day to day operations and maintenance of the existing APM system. You will also assist to oversee the maintenance works carried out by the maintenance contractors for APM (skytrain) at Changi Airport and to monitor their performances.
You will support Master Planning in the study of system capacity and implementation of future projects and also provide support to colleagues from other clusters by assisting them on matters relating to APM as follows:

Perform capacity calculations based on system level requirements
Evaluate contractor’s submissions to ensure technical alignment
Adopt market practices to enhance current capabilities
Conduct feasibility studies factoring in potential scenarios to evaluate enhancements to APM
Assess trade-offs to system changes based on technical and operational implication
Oversee system progress, quality and manufacturing standards leading up to the factory acceptance test
Establish Incident / Crisis planning procedures
Perform systemic root cause analysis to solve root cause maintenance issues
Integrate data insights for potential impact to the operations and maintenance of APM
Develop Key Technical Provisions for APM
Develop KPI for the Changi East APM
Set strategy for PMS capacity calculations on an enterprise level taking in account future changes in the aviation landscape and internal divisional changes (e.g. New airlines, etc)
Set standards for the desired efficiency for the overall systems
Determine business case for new PMS systems taking into account all enterprise related trade offs
Set strategy for crisis management and failure scenarios considering all required trade-offs (with ops, business contingency plans, safety etc)
Integrate new technology (i.e. predictive maintenance) into existing system to enhance the productivity and efficiencies of operations and maintenance
Test bed new PMS technology that could potentially change the concept of operations Provide final level of Changi specific technical advisory on PMS systems
Job Requirements:
Degree in electrical/ mechanical engineering or with at least 5 years of relevant experience in Rail transit Design knowledge and operation
Self motivated, driven, assertive and analytical
Able to work independently to deliver results and have good project management skills.
Good Team Player and able to handle fast paced projects


ind-pry"
